BlockTime,Contract,Address,Slug,Support,Votes
2023-09-12T10:08:10Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x6fd8e8858866effbe0cc710bfbce753901dfd50b,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-12T10:09:05Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x6fd8e8858866effbe0cc710bfbce753901dfd50b,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-12T10:11:08Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xd1f32511b4d160cbb050d3f05bd07f6c0ef47a8c,11108514644810787506625942805151176146906343604336317526498323953994384495368,0,1e19
2023-09-12T10:11:23Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x66fc8a99fe0afd8e4d9855a797ba35bb8364fe72,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e18
2023-09-12T10:13:37Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0xd1f32511b4d160cbb050d3f05bd07f6c0ef47a8c,96653596772796880781166540078336390662830123074269564342256907478131775634821,0,1e19
2023-09-12T10:14:00Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x66fc8a99fe0afd8e4d9855a797ba35bb8364fe72,66030417738168996358736448570847882454461974522415529944142606215078813049703,0,1e18
2023-09-12T10:14:50Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0xd1f32511b4d160cbb050d3f05bd07f6c0ef47a8c,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-12T10:17:37Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0xd1f32511b4d160cbb050d3f05bd07f6c0ef47a8c,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-12T10:18:44Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x66fc8a99fe0afd8e4d9855a797ba35bb8364fe72,91045824443666465709292313366964595893939706578812438575535770921093562342894,0,8e18
2023-09-12T18:16:34Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x4b938346bc64a427d41e1395e2d01c7fc7521bb3,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e18
2023-09-13T10:13:07Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x201ae4aa8a838d5c11f024d6202598c62f579111,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,2e18
2023-09-13T10:14:49Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x201ae4aa8a838d5c11f024d6202598c62f579111,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e18
2023-09-13T10:21:56Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x343cc3d8480ec2bd0591adb71d858fc4a9ce1a65,58693635560978045829683643536870255680614301351687451483009619025938226895132,0,5e18
2023-09-13T10:33:41Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0xa1be91b15e959294cb6efd7891c846caf7ef7602,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,1e19
2023-09-13T10:34:43Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0xa1be91b15e959294cb6efd7891c846caf7ef7602,73557443291977642813084466995800948658516060250067423027394365229385438091859,0,1e19
2023-09-13T10:36:47Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0xa1be91b15e959294cb6efd7891c846caf7ef7602,43046903626140238807252539799681987168243060403454243371444106032235071954121,0,1e19
2023-09-13T10:37:20Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xa1be91b15e959294cb6efd7891c846caf7ef7602,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,1e19
2023-09-13T10:41:06Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x8d93c5e1e4439f91fbd21ceeddfedc1d38410424,92095004039222804190541394325220225345966442775674438334856728157984267234503,0,1e18
2023-09-13T10:49:23Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0xfa65e65a6321c37486972d71b3f50400bd43f974,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,7199999999999999e3
2023-09-13T10:50:30Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0xfa65e65a6321c37486972d71b3f50400bd43f974,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,5e18
2023-09-13T10:51:42Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0xfa65e65a6321c37486972d71b3f50400bd43f974,55904492660292011533696102886166779297826118077008310427424178494401059376652,0,51e17
2023-09-13T10:52:35Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xfa65e65a6321c37486972d71b3f50400bd43f974,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,49e17
2023-09-13T11:00:54Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0xc762b6fd63f4a6c66524819c262f76dcfd4a3821,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,12e17
2023-09-13T11:25:02Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x343cc3d8480ec2bd0591adb71d858fc4a9ce1a65,88904576727515255471819131951568164729292301537656861018565245983472375214155,0,5e18
2023-09-13T11:33:24Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0xc762b6fd63f4a6c66524819c262f76dcfd4a3821,96653596772796880781166540078336390662830123074269564342256907478131775634821,0,14e17
2023-09-13T11:34:45Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xc762b6fd63f4a6c66524819c262f76dcfd4a3821,11108514644810787506625942805151176146906343604336317526498323953994384495368,0,1700000000000000300
2023-09-13T11:40:42Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x7e646d9f5ee2947c66e87aa414f8a5e7b26dd380,53737110470473237491439552245427985733237696383006968397395576940195716195819,0,14e17
2023-09-13T11:40:44Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x68c882487920d8c114b9f80c4bbf882f60befc5b,12951937560792429468937079267835623837929006774397780356637442054728125379991,0,1e18
2023-09-13T11:40:38Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x5f0eb11a1232a771fcb91f7f796a5ee4cb217217,12951937560792429468937079267835623837929006774397780356637442054728125379991,0,12e17
2023-09-13T11:40:48Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x2e884770f9e11ba6b649039e34f7504ada6ad8bb,78993831547705570346562491212618297384103351466615194832413234660142345315269,0,1e18
2023-09-13T11:40:46Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xa2b1c8798cac94cab5a7b493a473979a724e1a1c,71808481421080345427043153337400603472773571220563348907914518286331132243618,0,12e17
2023-09-13T11:40:51Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x9f4cb53e9a2e9aae05dce7f315c0437463326208,88904576727515255471819131951568164729292301537656861018565245983472375214155,0,11e17
2023-09-13T11:45:28Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x29d6f812e973dcbbc2e28d3c24c4baf371afd893,108126971752077408508075996170703341245566185137425643358197437353482435456701,0,12e17
2023-09-13T11:45:37Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x24a9b27a5a7cc1aa2f73eb7765829cb95bf41c8e,26358193541528932112680180904757254430088632564633720658641909337403391290980,0,1e18
2023-09-13T11:45:32Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xdb199d487ab9774456b280be5f8604e4635f06f7,63016388885970955355282969603653956139912057604838640251373413866145761096892,0,13e17
2023-09-13T11:49:24Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x5b0c051ce00065ec2d7ff813de60fedfe23ba99d,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,14e17
2023-09-15T22:24:52Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0xb1baf182d32da4f2ec2c7428b51aaf735ec3afd2,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,4e18
2023-09-15T22:27:04Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0xb1baf182d32da4f2ec2c7428b51aaf735ec3afd2,11665031508781203774242491499382725833303618331816260991064068196252743118959,0,3e18
2023-09-15T22:28:58Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xed52d4e4661e5dd9a5b2dab4e74102c37398c86c,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,5e18
2023-09-15T22:31:26Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x3a2cc60528dd018ed7a98a0da6c0afc6eced2e31,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,4e18
2023-09-15T22:32:12Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x3c2dda14ab559a6d721581c4777e761ea2c3861b,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,5e18
2023-09-15T22:33:40Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x3a2cc60528dd018ed7a98a0da6c0afc6eced2e31,11665031508781203774242491499382725833303618331816260991064068196252743118959,0,4e18
2023-09-15T22:36:06Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x3a2cc60528dd018ed7a98a0da6c0afc6eced2e31,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,3e18
2023-09-15T22:38:06Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0xb1baf182d32da4f2ec2c7428b51aaf735ec3afd2,39969123355202095462794766419482749690789123734225357008963629947880548689013,0,3e18
2023-09-15T22:41:20Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x3a2cc60528dd018ed7a98a0da6c0afc6eced2e31,73557443291977642813084466995800948658516060250067423027394365229385438091859,0,5e18
2023-09-15T22:42:38Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0xb1baf182d32da4f2ec2c7428b51aaf735ec3afd2,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,7e18
2023-09-15T22:57:18Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0xa5038d4bf793ba795ce792bed6d67d04704e1690,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,4e18
2023-09-15T22:59:52Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0xa5038d4bf793ba795ce792bed6d67d04704e1690,55904492660292011533696102886166779297826118077008310427424178494401059376652,0,5e18
2023-09-15T23:03:01Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x46a7a6cd9aee37b9b320ec3eaa6c277859e538f6,55904492660292011533696102886166779297826118077008310427424178494401059376652,0,4e18
2023-09-15T23:04:09Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x46a7a6cd9aee37b9b320ec3eaa6c277859e538f6,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,6e18
2023-09-15T23:05:21Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0xe84cea485323a22dc268a95a9aa627320e7b2489,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,7e18
2023-09-15T23:08:22Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x46a7a6cd9aee37b9b320ec3eaa6c277859e538f6,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,4e18
2023-09-15T23:10:44Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x46a7a6cd9aee37b9b320ec3eaa6c277859e538f6,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,4e18
2023-09-15T23:11:48Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x46a7a6cd9aee37b9b320ec3eaa6c277859e538f6,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,5e18
2023-09-15T23:14:04Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x8972e7acf64d1909fef80a17075e9376100c8411,66030417738168996358736448570847882454461974522415529944142606215078813049703,0,5e18
2023-09-15T23:15:21Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x8972e7acf64d1909fef80a17075e9376100c8411,11665031508781203774242491499382725833303618331816260991064068196252743118959,0,5e18
2023-09-15T23:16:31Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0xed52d4e4661e5dd9a5b2dab4e74102c37398c86c,91151119736890488509511265045638037022264240217114833138937417821149348551313,0,3e18
2023-09-15T23:18:41Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x8972e7acf64d1909fef80a17075e9376100c8411,39969123355202095462794766419482749690789123734225357008963629947880548689013,0,2e18
2023-09-15T23:30:17Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x8972e7acf64d1909fef80a17075e9376100c8411,73557443291977642813084466995800948658516060250067423027394365229385438091859,0,4e18
2023-09-14T08:52:47Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x1f1429569eed3b5810d59e5d3d48a6bf2d3a81e5,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-14T08:54:21Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x1f1429569eed3b5810d59e5d3d48a6bf2d3a81e5,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,1e19
2023-09-14T08:55:23Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x1f1429569eed3b5810d59e5d3d48a6bf2d3a81e5,96653596772796880781166540078336390662830123074269564342256907478131775634821,0,1e19
2023-09-14T08:56:43Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x1f1429569eed3b5810d59e5d3d48a6bf2d3a81e5,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,1e19
2023-09-14T09:00:01Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x11f013566fceb045286b586dbc73651152286a0c,96653596772796880781166540078336390662830123074269564342256907478131775634821,0,1e18
2023-09-14T09:01:47Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x81f61bac5da8b0e445b3ed7164ac89bb72b9d7f8,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,1e18
2023-09-14T09:02:03Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x11f013566fceb045286b586dbc73651152286a0c,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e18
2023-09-14T09:02:44Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x81f61bac5da8b0e445b3ed7164ac89bb72b9d7f8,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,1e18
2023-09-14T09:03:43Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x299a436ce1ea705e04e8d7918c0daa558a3a2c0d,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-14T09:03:49Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x11f013566fceb045286b586dbc73651152286a0c,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e18
2023-09-14T09:04:04Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x81f61bac5da8b0e445b3ed7164ac89bb72b9d7f8,55904492660292011533696102886166779297826118077008310427424178494401059376652,0,5e18
2023-09-14T09:04:47Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x11f013566fceb045286b586dbc73651152286a0c,96653596772796880781166540078336390662830123074269564342256907478131775634821,0,5e18
2023-09-14T09:05:15Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x299a436ce1ea705e04e8d7918c0daa558a3a2c0d,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-14T09:05:31Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x11f013566fceb045286b586dbc73651152286a0c,11108514644810787506625942805151176146906343604336317526498323953994384495368,0,61e17
2023-09-14T09:05:38Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x81f61bac5da8b0e445b3ed7164ac89bb72b9d7f8,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,6e18
2023-09-14T09:06:32Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x299a436ce1ea705e04e8d7918c0daa558a3a2c0d,43046903626140238807252539799681987168243060403454243371444106032235071954121,0,1e19
2023-09-14T09:07:47Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x299a436ce1ea705e04e8d7918c0daa558a3a2c0d,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,1e19
2023-09-14T09:11:43Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x3f9c357283e1c135c678309021f58636408bc68c,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,1e19
2023-09-14T09:13:04Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x3f9c357283e1c135c678309021f58636408bc68c,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-14T09:14:20Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x3f9c357283e1c135c678309021f58636408bc68c,43046903626140238807252539799681987168243060403454243371444106032235071954121,0,1e19
2023-09-14T09:16:12Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x3f9c357283e1c135c678309021f58636408bc68c,20674520927094386854922913054488472827979959776910519775186869197985612927290,0,1e19
2023-09-14T09:16:33Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,2e18
2023-09-14T09:18:49Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x5607e2fa80726b9a9c40261d3d2a4f97d140cd25,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-14T09:18:50Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,1e19
2023-09-14T09:19:00Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x81f61bac5da8b0e445b3ed7164ac89bb72b9d7f8,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,9e18
2023-09-14T09:20:21Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,99206643533626799737938456460556547335597719249553983668748262795215046008384,0,8e18
2023-09-14T09:20:26Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x5607e2fa80726b9a9c40261d3d2a4f97d140cd25,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,99e17
2023-09-14T09:21:52Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x5607e2fa80726b9a9c40261d3d2a4f97d140cd25,64985483380935620465827763515991168315489815791316240296277953795392760800314,0,93e17
2023-09-14T09:23:07Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x5607e2fa80726b9a9c40261d3d2a4f97d140cd25,96653596772796880781166540078336390662830123074269564342256907478131775634821,0,1e19
2023-09-14T09:24:13Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,96653596772796880781166540078336390662830123074269564342256907478131775634821,1,3e18
2023-09-14T09:24:53Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,11665031508781203774242491499382725833303618331816260991064068196252743118959,0,4e18
2023-09-14T09:25:14Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,55904492660292011533696102886166779297826118077008310427424178494401059376652,0,1e18
2023-09-14T09:25:37Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,64985483380935620465827763515991168315489815791316240296277953795392760800314,0,2e18
2023-09-14T09:25:40Z,0xbf47bda4b172daf321148197700cbed04dbe0d58,0x36256da1d3ff4237469c6cadaabc41eaf42485e5,64925161250970691293814145386948018502544787197269242642402232900830124838446,0,1e19
2023-09-14T09:26:43Z,0x5d4e25fa847430bf1974637f5ba8cb09d0b94ec7,0x36256da1d3ff4237469c6cadaabc41eaf42485e5,5366177009643256928252583560135319259378335336754097330200065085256128610906,0,1e19
2023-09-14T09:27:43Z,0x5a207fa8e1136303fd5232e200ca30042c45c3b6,0x75dac0afd8cbf342a5e9cd7fb19f8469c1876980,88904576727515255471819131951568164729292301537656861018565245983472375214155,0,6e18
2023-09-14T09:27:51Z,0x0d4c05e4bae5ee625aadc35479cc0b140ddf95d4,0x36256da1d3ff4237469c6cadaabc41eaf42485e5,96653596772796880781166540078336390662830123074269564342256907478131775634821,0,1e19
