Season,Id,Topic,Target,User,Comment,Time,Reply,Flag,Like
1,166579,Constitutional Values,Neutral and open,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,"The value could benefit from a clear definition of what constitutes ""healthy competition"" to prevent any ambiguity in decision-making",2023-09-13T07:00:00Z,0,0,0
1,166580,Constitutional Values,Ethereum-aligned,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,"Ethereum-aligned values emphasize the importance of maintaining backward compatibility, reducing disruption for users and developers when transitioning between Ethereum and Arbitrum",2023-09-13T07:01:00Z,0,0,0
1,166581,Constitutional Values,Secure,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,"Security is essential in preventing unauthorized access, data breaches, and other potential risks that can result from protocol changes",2023-09-13T07:01:00Z,0,0,0
1,166582,Constitutional Values,Sustainable,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,"A sustainable approach can lead to a more predictable and stable ecosystem, reducing uncertainty for users and developers",2023-09-13T07:01:00Z,0,0,0
1,166583,Constitutional Values,Technically inclusive,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,The value should also consider the need for ongoing support and documentation to help users navigate and utilize the Arbitrum protocol effectively,2023-09-13T07:01:00Z,0,0,0
1,166584,Constitutional Values,Socially inclusive,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,"This value could be strengthened by explicitly stating that it will not tolerate any form of discrimination, harassment, or exclusion within the community",2023-09-13T07:02:00Z,0,0,0
1,166585,Constitutional Values,User-focused,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,"The value could elaborate on how the ecosystem plans to accommodate and support user diversity, recognizing that different users may have unique needs and preferences",2023-09-13T07:02:00Z,0,0,0
1,166586,Constitutional Values,Constitutional Values,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,Community Grants and Funding: Commit to supporting community-driven projects and initiatives through grants and funding,2023-09-13T07:02:00Z,0,0,0
1,166587,NA,Step 1: Program Features,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,Enhance Public Health: Fund initiatives that improve overall well-being,2023-09-13T07:02:00Z,0,0,0
1,166588,NA,Step 2: Program Structures,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,Advisory Board: Form an advisory board to provide strategic guidance,2023-09-13T07:03:00Z,0,0,0
1,166589,NA,Step 3: Program Narrative,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,"A Beacon of Equity: Envision our program as a beacon of light, cutting through darkness to ensure equity and fairness",2023-09-13T07:03:00Z,0,0,0
1,166590,Values-informed Criteria,Values-informed Criteria,9bc3d3a4-6f29-4742-bf5b-9d5c4a1ea730,Encourages Access to Justice: Evaluates the project's efforts to ensure access to a fair and impartial justice system,2023-09-13T07:04:00Z,0,0,0
1,166593,Constitutional Values,User-focused,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,User education and support resources should be considered to ensure that users can effectively navigate and utilize the ecosystem,2023-09-13T07:09:00Z,0,0,0
1,166594,Constitutional Values,Technically inclusive,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,"It's important to consider potential scalability challenges when opening up participation to a broader audience, as increased demand could strain the network",2023-09-13T07:09:00Z,0,0,0
1,166595,Constitutional Values,Socially inclusive,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,"To enhance transparency, the value could provide regular reports or updates on the progress of its inclusivity initiatives",2023-09-13T07:09:00Z,0,0,0
1,166596,Constitutional Values,Neutral and open,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,It might be helpful to include a commitment to regular audits or reviews of governance processes to ensure that they remain neutral and open over time,2023-09-13T07:10:00Z,0,0,0
1,166597,Constitutional Values,Ethereum-aligned,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,"The connection to Ethereum provides a sense of continuity and stability, as Arbitrum can leverage Ethereum's strong track record and network effects",2023-09-13T07:10:00Z,0,0,0
1,166598,NA,Step 2: Program Structures,0e8c7bed-244c-425b-87ce-89e14f3ca9bd,Transparency and timeliness are important,2023-09-13T07:10:00Z,0,0,0
1,166599,Constitutional Values,Sustainable,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,It promotes the development of robust and scalable technology solutions that can meet the demands of a growing user base over time,2023-09-13T07:10:00Z,0,0,0
1,166600,Constitutional Values,Secure,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,It encourages responsible disclosure of vulnerabilities and a swift response to security incidents to minimize potential harm,2023-09-13T07:11:00Z,0,0,0
1,166601,Constitutional Values,Constitutional Values,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,"Legal and Ethical Use: Encourage users and developers to use the platform for legal and ethical purposes, avoiding harmful or malicious activities",2023-09-13T07:11:00Z,0,0,0
1,166602,NA,Step 1: Program Features,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,Encourage Civic Engagement: Support projects that promote civic participation,2023-09-13T07:11:00Z,0,0,0
1,166603,NA,Step 2: Program Structures,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,Matching Grants: Offer matching grants to leverage additional funding from other sources,2023-09-13T07:11:00Z,0,0,0
1,166604,NA,Step 3: Program Narrative,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,"A Network of Empathy: Picture our program as a vast network, where empathy and support flow freely",2023-09-13T07:12:00Z,0,0,0
1,166605,Values-informed Criteria,Values-informed Criteria,b8d496ed-6b37-4eda-863d-d0cc29d6a75e,Respects International Treaties: Assesses how the project aligns with international treaties and agreements,2023-09-13T07:12:00Z,0,0,0
1,166606,Constitutional Values,Secure,7879104f-5a54-4d22-a6b0-29b8a9ac1ec0,Strengthen auditing to the greatest extent possible,2023-09-13T07:15:00Z,0,0,0
1,166607,Constitutional Values,Secure,c2f82513-ede7-4290-abb7-c647dff69349,"Users are more likely to choose platforms that prioritize security, leading to a larger and more engaged user base",2023-09-13T07:16:00Z,0,0,0
1,166608,Constitutional Values,Technically inclusive,c2f82513-ede7-4290-abb7-c647dff69349,"The value could be strengthened by explicitly stating that it is committed to preventing any form of discrimination or exclusion based on factors like geography, income, or technical expertise",2023-09-13T07:17:00Z,0,0,0
1,166609,Constitutional Values,User-focused,c2f82513-ede7-4290-abb7-c647dff69349,Examples of specific user-focused initiatives or projects planned or currently underway within the Arbitrum ecosystem would demonstrate concrete commitment to user benefit,2023-09-13T07:17:00Z,0,0,0
1,166610,Constitutional Values,Socially inclusive,c2f82513-ede7-4290-abb7-c647dff69349,"It's important to consider how the community plans to ensure that language barriers do not hinder participation, especially in a global context",2023-09-13T07:17:00Z,0,0,0
1,166611,Constitutional Values,Neutral and open,c2f82513-ede7-4290-abb7-c647dff69349,This value could be more inclusive by actively seeking input and feedback from a diverse range of community members and stakeholders to avoid unintended biases,2023-09-13T07:17:00Z,0,0,0
1,166612,Constitutional Values,Sustainable,c2f82513-ede7-4290-abb7-c647dff69349,"Sustainability encourages ecosystem stakeholders to collaborate and work together for mutual long-term benefits, fostering a sense of shared ownership",2023-09-13T07:18:00Z,0,0,0
1,166613,Constitutional Values,Ethereum-aligned,c2f82513-ede7-4290-abb7-c647dff69349,"It underscores the idea that Arbitrum's success is intertwined with Ethereum's success, creating a mutual interest in the prosperity of both ecosystems",2023-09-13T07:18:00Z,0,0,0
1,166614,Constitutional Values,Constitutional Values,c2f82513-ede7-4290-abb7-c647dff69349,Adaptability to Emerging Technologies: Highlight the flexibility to adapt to emerging technologies and trends in the blockchain space,2023-09-13T07:18:00Z,0,0,0
1,166615,NA,Step 1: Program Features,c2f82513-ede7-4290-abb7-c647dff69349,Foster Regional Development: Invest in projects that benefit specific geographic areas,2023-09-13T07:18:00Z,0,0,0
1,166616,NA,Step 2: Program Structures,c2f82513-ede7-4290-abb7-c647dff69349,Responsive Grants: Allocate funds for urgent and unforeseen needs,2023-09-13T07:19:00Z,0,0,0
1,166617,NA,Step 3: Program Narrative,c2f82513-ede7-4290-abb7-c647dff69349,"A Kaleidoscope of Change: See our grant program as a kaleidoscope, where each turn reveals a new perspective on positive change",2023-09-13T07:19:00Z,0,0,0
1,166618,Values-informed Criteria,Values-informed Criteria,c2f82513-ede7-4290-abb7-c647dff69349,Upholds Environmental Stewardship: Considers the project's commitment to environmental sustainability and stewardship,2023-09-13T07:19:00Z,0,0,0
1,166619,NA,Step 3: Program Narrative,541e4762-a2e5-46f0-aacc-19752bd671de,We are an oasis that can only be enjoyed by those who have the courage and perseverance to arrive,2023-09-13T07:20:00Z,0,0,0
1,166620,Constitutional Values,User-focused,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"Inclusivity could be highlighted within this value, emphasizing the importance of making the ecosystem accessible to a broad range of users, including those with varying levels of technical expertise",2023-09-13T07:23:00Z,0,0,0
1,166621,Constitutional Values,Neutral and open,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"While it focuses on governance's role in fostering openness, it could also address the importance of transparency in decision-making processes",2023-09-13T07:23:00Z,0,0,0
1,166622,Constitutional Values,Ethereum-aligned,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"Ethereum-aligned values promote a culture of transparency and openness, where both ecosystems share insights and updates to benefit the broader blockchain community",2023-09-13T07:24:00Z,0,0,0
1,166623,Constitutional Values,Sustainable,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"It discourages practices that may harm the environment or lead to resource depletion, promoting environmental responsibility within the ecosystem",2023-09-13T07:24:00Z,0,0,0
1,166624,Constitutional Values,Technically inclusive,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"To enhance transparency, the value could outline a process for community feedback and input in decision-making related to accessibility",2023-09-13T07:24:00Z,0,0,0
1,166625,Constitutional Values,Socially inclusive,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,The value could mention the importance of mentorship and peer support within the community to help newcomers integrate and grow,2023-09-13T07:24:00Z,0,0,0
1,166626,Constitutional Values,Secure,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"Security-mindedness fosters a culture of continuous improvement, with regular updates and improvements made to address emerging threats",2023-09-13T07:25:00Z,0,0,0
1,166627,Constitutional Values,Constitutional Values,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"Global Accessibility: Promote efforts to make the platform accessible to users from around the world, regardless of geographical location",2023-09-13T07:25:00Z,0,0,0
1,166628,NA,Step 1: Program Features,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,Promote Gender Equality: Address gender disparities and promote equality,2023-09-13T07:25:00Z,0,0,0
1,166629,NA,Step 2: Program Structures,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,Geographic Focus: Concentrate resources on specific geographic regions for targeted impact,2023-09-13T07:25:00Z,0,0,0
1,166630,NA,Step 3: Program Narrative,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,"A Journey of Discovery: Imagine our program as an adventurous journey, where exploration and learning are encouraged",2023-09-13T07:26:00Z,0,0,0
1,166631,Values-informed Criteria,Values-informed Criteria,a44bf9d0-8fc7-47b9-befc-6a29153afdf7,Supports Education Access: Measures how the project promotes equal access to quality education,2023-09-13T07:26:00Z,0,0,0
1,166632,NA,Step 3: Program Narrative,5c6f2c1a-586d-4285-9879-d34a466b7645,"A good car will run faster if you refuel it, a bad car will explode faster if you refuel it.",2023-09-13T07:27:00Z,0,0,0
1,166633,Constitutional Values,Neutral and open,71a4f474-4fec-478b-9e1d-2eb198578f15,"To enhance clarity, the value could provide examples of what actions would be considered as ""picking winners and losers"" to guide the community and governance participants in their decision-making",2023-09-13T07:30:00Z,0,0,0
1,166634,Constitutional Values,Ethereum-aligned,71a4f474-4fec-478b-9e1d-2eb198578f15,"Ultimately, this alignment reinforces the notion that Arbitrum is not a competitor but a collaborator within the Ethereum ecosystem, working together to advance the shared goals of decentralization and blockchain innovation",2023-09-13T07:30:00Z,0,0,0
1,166635,Constitutional Values,Socially inclusive,71a4f474-4fec-478b-9e1d-2eb198578f15,"While it emphasizes the welcoming nature of the community, it could also discuss mechanisms for resolving conflicts and disputes that may arise among community members",2023-09-13T07:31:00Z,0,0,0
1,166636,Constitutional Values,Technically inclusive,71a4f474-4fec-478b-9e1d-2eb198578f15,"Ensuring that ordinary people can participate fully in the Arbitrum protocol is a laudable goal, but it should also be accompanied by a commitment to sustainability and environmental responsibility, considering the energy consumption associated with blockchain technology",2023-09-13T07:31:00Z,0,0,0
1,166637,Constitutional Values,User-focused,71a4f474-4fec-478b-9e1d-2eb198578f15,"The value should explicitly state that user benefit is a long-term commitment and not just a short-term goal, reflecting a sustained dedication to improving the user experience over time",2023-09-13T07:31:00Z,0,0,0
1,166638,Constitutional Values,Secure,71a4f474-4fec-478b-9e1d-2eb198578f15,"Ultimately, security is the foundation upon which the trust, reliability, and longevity of the Arbitrum ecosystem are built, making it a core value that should guide all decision-making processes",2023-09-13T07:32:00Z,0,0,0
1,166639,Constitutional Values,Sustainable,71a4f474-4fec-478b-9e1d-2eb198578f15,"Ultimately, sustainability is vital for ensuring that the Arbitrum ecosystem remains a valuable and reliable platform for users and developers, both now and in the future",2023-09-13T07:32:00Z,0,0,0
1,166640,Constitutional Values,Constitutional Values,71a4f474-4fec-478b-9e1d-2eb198578f15,"Security Incident Response: Establish a clear protocol for responding to security incidents and breaches, ensuring swift and effective action",2023-09-13T07:32:00Z,0,0,0
1,166641,NA,Step 1: Program Features,71a4f474-4fec-478b-9e1d-2eb198578f15,Ensure Accountability: Establish mechanisms for transparent and accountable grant management,2023-09-13T07:33:00Z,0,0,0
1,166642,NA,Step 2: Program Structures,71a4f474-4fec-478b-9e1d-2eb198578f15,Public Engagement Forums: Hold public forums to gather input and engage the community in grant decisions,2023-09-13T07:33:00Z,0,0,0
1,166643,NA,Step 3: Program Narrative,71a4f474-4fec-478b-9e1d-2eb198578f15,"A Theater of Progress: Envision our program as a theater stage, where different acts and performances come together to tell a story of advancement",2023-09-13T07:33:00Z,0,0,0
1,166644,Values-informed Criteria,Values-informed Criteria,71a4f474-4fec-478b-9e1d-2eb198578f15,Safeguards National Security: Evaluates the project's role in maintaining national security while respecting civil liberties,2023-09-13T07:33:00Z,0,0,0
1,166650,NA,Step 3: Program Narrative,70d25636-89a8-4b61-919c-a98318a67e85,A well disciplined classroom where every student gets required attention to understand the subject,2023-09-13T08:10:00Z,0,0,0
1,166662,Constitutional Values,Technically inclusive,746c9042-0234-4132-b917-c6aaec736a70,as long as their node meet requirements right,2023-09-13T09:23:00Z,0,0,0
1,166665,NA,Step 1: Program Features,746c9042-0234-4132-b917-c6aaec736a70,as long as u guys announce even if its something like private OTC,2023-09-13T09:26:00Z,0,0,0
1,166667,NA,Step 2: Program Structures,746c9042-0234-4132-b917-c6aaec736a70,as long as its promising and not copycat dapp from another chain,2023-09-13T09:27:00Z,0,0,0
1,166672,NA,Step 1: Program Features,c03d6c10-4b74-4223-aeb6-701419718c29,"Typically, the primary aspiration or objective of a grant program is to: 
Support Initiatives and Ideas: Grant programs are usually set up to fund specific projects, research, or initiatives that align with the goals and values of the granting organization. By providing funds, the organization hopes to stimulate activity, research, or solutions in specific areas of interest.

Foster Innovation: Many grant programs are aimed at spurring innovative solutions to existing problems. By providing resources and support, these programs aim to give innovators a platform to develop and implement groundbreaking ideas.",2023-09-13T10:18:00Z,0,0,0
1,166673,NA,Step 1: Program Features,3732fe7b-b8c8-481c-9045-ecbe1177640a,To keep things honest and open. Everyone should get a fair share according to their contribution,2023-09-13T11:10:00Z,0,0,0
1,166674,NA,Step 1: Program Features,3732fe7b-b8c8-481c-9045-ecbe1177640a,Everything has to be fair and just. How much you contribute to the community is how much you get rewarded.,2023-09-13T11:15:00Z,0,0,0
1,166675,NA,Step 1: Program Features,3732fe7b-b8c8-481c-9045-ecbe1177640a,Everything has to be fair and just. How much you contribute to the community is how much you get rewarded.,2023-09-13T11:15:00Z,0,0,0
1,166676,NA,Step 1: Program Features,9eebe5b6-bd89-427b-a5ba-cae3337a981b,The distribution should be in a way that includes the majority of the society,2023-09-13T11:19:00Z,0,0,0
1,166677,NA,Step 1: Program Features,9eebe5b6-bd89-427b-a5ba-cae3337a981b,The distribution should be in a way that includes the majority of the society,2023-09-13T11:19:00Z,0,0,0
1,166679,Constitutional Values,Technically inclusive,b705ae34-4e26-4b9c-a097-f03b245be2d4,I strongly believe that is a positive idea,2023-09-13T11:53:00Z,0,0,0
1,166685,Constitutional Values,Neutral and open,b705ae34-4e26-4b9c-a097-f03b245be2d4,This is a great suggestion and I completely agree with this,2023-09-13T11:59:00Z,0,0,0
1,166688,NA,Step 1: Program Features,b705ae34-4e26-4b9c-a097-f03b245be2d4,The grant distribution is a welcome development but should be based on project development phases,2023-09-13T12:01:00Z,0,0,0
1,166690,NA,Step 3: Program Narrative,b705ae34-4e26-4b9c-a097-f03b245be2d4,A higher institution of learning where different knowledge is acquired,2023-09-13T12:03:00Z,0,0,0
1,166691,Values-informed Criteria,Values-informed Criteria,b705ae34-4e26-4b9c-a097-f03b245be2d4,KYC should be incorporated to reduce sybil,2023-09-13T12:05:00Z,0,0,0
1,166731,Constitutional Values,Secure,1d3b3750-20ab-4303-8113-bac07682694e,"Yes, security is the most important thing, especially in the matter of detecting accounts or addresses that have the intention to cheat and some token contracts that intend to bot hack",2023-09-13T17:34:00Z,0,0,0
1,166732,Constitutional Values,Neutral and open,1d3b3750-20ab-4303-8113-bac07682694e,"that's absolutely right, always put users first, but you have to pay more attention to those who often use the arbitrage chain, never let them down",2023-09-13T17:36:00Z,0,0,0
1,166734,Constitutional Values,Sustainable,1d3b3750-20ab-4303-8113-bac07682694e,holding airdrops that never stop so that the community doesn't get bored of the arb network,2023-09-13T17:47:00Z,0,0,0
1,166735,Constitutional Values,Technically inclusive,1d3b3750-20ab-4303-8113-bac07682694e,"But you have to sort out which one is a real person or a computer, sometimes many of them use bots",2023-09-13T17:48:00Z,0,0,0
1,166736,Constitutional Values,Ethereum-aligned,1d3b3750-20ab-4303-8113-bac07682694e,"indeed arb is part of ethereum but don't always equate it with eth, make your own way and be independent",2023-09-13T17:49:00Z,0,0,0
1,166737,NA,Step 1: Program Features,1d3b3750-20ab-4303-8113-bac07682694e,"select or sort members, because many of them use multiple accounts and it is very unfair for those who are loyal to one account",2023-09-13T17:51:00Z,0,0,0
1,166745,NA,Step 1: Program Features,1d3b3750-20ab-4303-8113-bac07682694e,"select or sort members, because many of them use multiple accounts and it is very unfair for those who are loyal to one account",2023-09-13T17:57:00Z,0,0,0
1,166747,NA,Step 1: Program Features,1d3b3750-20ab-4303-8113-bac07682694e,"select or sort members, because many of them use multiple accounts and it is very unfair for those who are loyal to one account",2023-09-13T17:58:00Z,0,0,0
1,166790,Constitutional Values,Neutral and open,152e79fb-76b2-4935-b991-48ca2d8e3d6c,"the grants must be user centric but the governance also has right to chose which one is good, valuable and innovative based on history and documentation",2023-09-13T21:25:00Z,0,0,0
1,166792,Constitutional Values,Secure,152e79fb-76b2-4935-b991-48ca2d8e3d6c,security and decentralization are number one,2023-09-13T21:27:00Z,0,0,0
1,166794,Constitutional Values,Technically inclusive,152e79fb-76b2-4935-b991-48ca2d8e3d6c,"as users yess but not for building some project, project should be made professionally",2023-09-13T21:30:00Z,0,0,0
1,166795,NA,Step 1: Program Features,152e79fb-76b2-4935-b991-48ca2d8e3d6c,"grants receiver should be innovative and bring other value outside of arbitrum applied to arbitrum, grants should be made for project develop and increase interaction on arbitrum.",2023-09-13T21:32:00Z,0,0,0
1,166796,NA,Step 1: Program Features,152e79fb-76b2-4935-b991-48ca2d8e3d6c,must be users centric and doxxed team if its not doxxed at least the head project must be well known on the cryprto currency and has big impact on ecosystem before,2023-09-13T21:34:00Z,0,0,0
1,166797,Values-informed Criteria,Values-informed Criteria,152e79fb-76b2-4935-b991-48ca2d8e3d6c,"sybil resistant, increase the chain interraction, open resource and provide good documentation (litepaper, whitepaper, roadmap, etc).",2023-09-13T21:39:00Z,0,0,0
1,166806,Constitutional Values,Technically inclusive,134a8af9-a926-4a61-81e6-7e64f4800580,The whole point of cryptocurrency and the wish of crypto funders was/is people in charge for their money.,2023-09-13T22:23:00Z,0,0,0
1,166808,Constitutional Values,Secure,f7834a0b-144a-4a73-b96c-2853e4586828,"While this value is important for the network as a whole, I don't think it applies to evaluating grants unless they are for updating the chain.",2023-09-13T22:23:00Z,0,0,0
1,166813,NA,Step 1: Program Features,17a11c3e-020c-49b8-8592-99f83feb96fd,Let it be an open program and active people in arbitrum! We don't want people who only come for money and leave.,2023-09-13T22:25:00Z,0,0,0
1,166814,NA,Step 1: Program Features,17a11c3e-020c-49b8-8592-99f83feb96fd,Let it be an open program and active people in arbitrum! We don't want people who only come for money and leave.,2023-09-13T22:25:00Z,0,0,0
1,166816,NA,Step 3: Program Narrative,17a11c3e-020c-49b8-8592-99f83feb96fd,I think I would like it to resemble the roots of a tree.,2023-09-13T22:27:00Z,0,0,0
1,166818,Constitutional Values,Sustainable,134a8af9-a926-4a61-81e6-7e64f4800580,"I'm not sure about this, sometimes you need take action immediately and solve problems. It isn't always easy, it depends  to your needs.",2023-09-13T22:29:00Z,0,0,0
1,166821,Constitutional Values,User-focused,134a8af9-a926-4a61-81e6-7e64f4800580,No doubt. Arb is excellent example of this term.,2023-09-13T22:32:00Z,0,0,0
1,166822,Constitutional Values,Secure,134a8af9-a926-4a61-81e6-7e64f4800580,"Who knows what happens in the future, for now yes, but maybe someday we have new tech or idea that change security matter.",2023-09-13T22:35:00Z,0,0,0
1,166823,Constitutional Values,Constitutional Values,134a8af9-a926-4a61-81e6-7e64f4800580,Arbitrum must prepare yourself for what happened for Tron and like OP we must grow our platform. New strong partnership and expanding ecosystem.,2023-09-13T22:38:00Z,0,0,0
1,166824,NA,Step 1: Program Features,134a8af9-a926-4a61-81e6-7e64f4800580,"I think best thing I can do, it's delegate my token to experts and they decide about such things.",2023-09-13T22:41:00Z,0,0,0
1,166834,NA,Step 3: Program Narrative,bc7e616c-9083-4b04-ab3a-10139b49166f,"a national zoo, where the best and strongest animals of their species are protected. Each species represents a segment of the decentralized economy, defi (lending, derivatives, dex, LSDfi,..), gamefi, socialfi, etc. Creating competitions with rewards and sponsorships between animals is similar like creating certain competition to promote economic development",2023-09-14T00:36:00Z,0,0,0
1,166835,NA,Step 1: Program Features,bc7e616c-9083-4b04-ab3a-10139b49166f,The grant distribution system has to be aligned with project development phases,2023-09-14T00:36:00Z,0,0,0
1,166836,NA,Step 3: Program Narrative,bc7e616c-9083-4b04-ab3a-10139b49166f,A well disciplined classroom where every student gets required attention to understand the subject,2023-09-14T00:37:00Z,0,0,0
1,166841,Constitutional Values,Sustainable,bc7e616c-9083-4b04-ab3a-10139b49166f,I think is extremely important cause to build community we should have longterm,2023-09-14T00:40:00Z,0,0,0
1,166842,Constitutional Values,Secure,bc7e616c-9083-4b04-ab3a-10139b49166f,"To last long in the crypto world, you need high security.",2023-09-14T00:40:00Z,0,0,0
1,166844,Constitutional Values,Technically inclusive,bc7e616c-9083-4b04-ab3a-10139b49166f,Proper Security protocols to be implemented,2023-09-14T00:41:00Z,0,0,0
1,166845,Constitutional Values,User-focused,bc7e616c-9083-4b04-ab3a-10139b49166f,Proper Security protocols to be implemented,2023-09-14T00:41:00Z,0,0,0
1,166847,NA,Step 1: Program Features,bc7e616c-9083-4b04-ab3a-10139b49166f,The grant distribution system has to be aligned with project development phases,2023-09-14T00:41:00Z,0,0,0
1,166849,NA,Step 3: Program Narrative,bc7e616c-9083-4b04-ab3a-10139b49166f,A well disciplined classroom where every student gets required attention to understand the subject,2023-09-14T00:42:00Z,0,0,0
1,166867,NA,Step 1: Program Features,a9883d22-8692-480f-87c4-c3b0cd62df14,It should be built and raise faith for community,2023-09-14T02:16:00Z,0,0,0
1,166868,NA,Step 1: Program Features,a9883d22-8692-480f-87c4-c3b0cd62df14,It should be built and raise the faith for community .,2023-09-14T02:16:00Z,0,0,0
1,166869,NA,Step 2: Program Structures,a9883d22-8692-480f-87c4-c3b0cd62df14,We should use Gitcoin or Galxe passport for verifying the real user .,2023-09-14T02:18:00Z,0,0,0
1,166870,NA,Step 3: Program Narrative,a9883d22-8692-480f-87c4-c3b0cd62df14,"Yes , ofcourse . The community should be built by the faith and real products .",2023-09-14T02:19:00Z,0,0,0
1,166873,Constitutional Values,Sustainable,aafd3ad3-f2fe-4851-a154-77c492a99891,"Yes, that's absolutely true, it's good to make decisions wisely so that they can be balanced for the short and long term, because if everything goes harmoniously or smoothly. Surely the project will be able to achieve its true goals",2023-09-14T02:31:00Z,0,0,0
1,166874,Constitutional Values,User-focused,aafd3ad3-f2fe-4851-a154-77c492a99891,"Yep. that's the goal. users or you could say the arbitrary community is an important thing. because if there is no community/users, the project will die, sooner or later. so the Arbitrum foundation must focus on that",2023-09-14T02:36:00Z,0,0,0
1,166876,Constitutional Values,Socially inclusive,aafd3ad3-f2fe-4851-a154-77c492a99891,"a place that is comfortable and provides a positive atmosphere will give birth to a good community, therefore I obey, if indeed proct arbitrum does positive and pleasant things all the time. We as a community will also provide a positive aura for others",2023-09-14T02:39:00Z,0,0,0
1,166877,Constitutional Values,Secure,aafd3ad3-f2fe-4851-a154-77c492a99891,"Yes, that's right, I totally agree with this, it's very important! because if a project is hacked by hackers, people will think that the project cannot protect its customers' funds. so this is very sensitive",2023-09-14T02:41:00Z,0,0,0
1,166879,Constitutional Values,Technically inclusive,aafd3ad3-f2fe-4851-a154-77c492a99891,"100% agree! there is no reason to differentiate people based on economics, race, intelligence and whatever. I am sure that the Arbitrum community will form a harmonious family.",2023-09-14T02:43:00Z,0,0,0
1,166880,Constitutional Values,Ethereum-aligned,aafd3ad3-f2fe-4851-a154-77c492a99891,"that's good, not always following ethereum's path completely will be good. Choosing your own path is good, even if it is still within the realm of arbitrariness. I will always participate for the arbitrum community too",2023-09-14T02:46:00Z,0,0,0
1,166881,Constitutional Values,Constitutional Values,aafd3ad3-f2fe-4851-a154-77c492a99891,"The conclusion of all my comments is just my personal opinion with the aim of making the Arbitrum community and team closer in every aspect. Besides that, the team must be committed to always advancing the fundamentals and health of the Airbitrum project",2023-09-14T02:48:00Z,0,0,0
1,166882,NA,Step 1: Program Features,aafd3ad3-f2fe-4851-a154-77c492a99891,"In my opinion, yesterday's airdrop feature was fairly transparent. Maybe there are features that can be added, such as detailed prize data. Security also needs to be considered. because many grants are taken advantage of by hackers due to lack of security",2023-09-14T02:50:00Z,0,0,0
1,166885,Values-informed Criteria,Values-informed Criteria,aafd3ad3-f2fe-4851-a154-77c492a99891,Anti-sybil. Many people are hit by the wrong target with this system,2023-09-14T02:56:00Z,0,0,0
1,166894,NA,Step 1: Program Features,d2a90ecb-8255-404a-817d-60bd6cd2f0e5,the grant has to distribution to value project on arbitrum.,2023-09-14T05:08:00Z,0,0,0
1,166896,NA,Step 3: Program Narrative,d2a90ecb-8255-404a-817d-60bd6cd2f0e5,more good project in arbitrum more good arbitrum is.,2023-09-14T05:11:00Z,0,0,0
1,166898,Constitutional Values,Technically inclusive,7030aaa0-45f2-4161-9851-50cc4b9fddae,What resonates for me about this value is ordinary people need to more powerful computer system,2023-09-14T05:22:00Z,0,0,0
1,166907,NA,Step 3: Program Narrative,7030aaa0-45f2-4161-9851-50cc4b9fddae,"A flourishing garden where every plant, big or small, gets the nourishment it needs to grow'",2023-09-14T05:25:00Z,0,0,0
1,166911,NA,Step 1: Program Features,5c004723-d571-436a-84e2-7c3484bdcab8,"Accessibity for beginners, thorough auditing of projects",2023-09-14T07:07:00Z,0,0,0
1,166913,NA,Step 3: Program Narrative,5c004723-d571-436a-84e2-7c3484bdcab8,"Earth of the future, where every inhabitant is engaged in creation",2023-09-14T07:12:00Z,0,0,0
1,166914,Values-informed Criteria,Values-informed Criteria,5c004723-d571-436a-84e2-7c3484bdcab8,They confirm the previously defined criteria,2023-09-14T07:17:00Z,0,0,0
